date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,New_Infections,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta=New_inf * N/IS,gamma=Rt+1/I_t,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,,
21/03/2021,Sabah,50,47,537,308,,,52.2,180,2.2,3815281,0.99550711,534.5873182,0.097645414,0.145251397,8.0728E-05,,,,,,,,,,,,21/03/2021,12,50,35,15,Sabah,,
22/03/2021,Sabah,36,78,495,289,,,52.4,300,16.4,3815245,0.995497717,492.7713699,0.106337347,0.084848485,7.57487E-05,,,,,,,,,,,,22/03/2021,12,36,13,23,Sabah,,
23/03/2021,Sabah,60,42,512,371,,,58,225,-2,3815185,0.995482061,509.6868154,0.113795371,0.046875,9.7243E-05,,,,,,,,,,,,23/03/2021,12,60,38,22,Sabah,,
24/03/2021,Sabah,45,24,533,277,,,53.6,350,8.6,3815140,0.99547032,530.5856804,0.101020442,0.159474672,7.26055E-05,,,,,,,,,,,,24/03/2021,12,45,24,21,Sabah,,
25/03/2021,Sabah,70,85,518,1463,,,51.4,255,-18.6,3815070,0.995452055,515.6441644,0.099681144,0.127413127,0.000383479,,,,,,,,,,,,25/03/2021,12,70,44,26,Sabah,,
26/03/2021,Sabah,51,66,503,2414,,,45.6,320,-5.4,3815019,0.995438748,500.70569,0.091071464,0.093439364,0.000632762,,,,,,,,,,,,26/03/2021,12,51,29,22,Sabah,,
27/03/2021,Sabah,64,47,518,3493,,,49.2,190,-14.8,3814955,0.995422048,515.628621,0.095417512,0.084942085,0.000915607,,,,,,,,,,,,27/03/2021,12,64,40,24,Sabah,,
28/03/2021,Sabah,38,44,512,2711,,,53.6,170,15.6,3814917,0.995412133,509.6510121,0.105170006,0.0625,0.000710631,,,,,,,,,,,,28/03/2021,12,38,18,20,Sabah,,
29/03/2021,Sabah,34,32,514,3352,,,58.6,205,24.6,3814883,0.995403262,511.6372765,0.114534266,0.159533074,0.000878664,,,,,,,,,,,,29/03/2021,12,34,21,13,Sabah,,
30/03/2021,Sabah,41,82,471,3014,,,66.4,345,25.4,3814842,0.995392564,468.8298975,0.141629193,0.082802548,0.000790072,,,,,,,,,,,,30/03/2021,12,41,19,22,Sabah,,
31/03/2021,Sabah,69,39,500,2890,,,71.8,430,2.8,3814773,0.99537456,497.6872798,0.1442673,0.122,0.000757581,,,,,,,,,,,,31/03/2021,12,69,32,37,Sabah,,
01/04/2021,Sabah,86,61,525,1436,,,71,315,-15,3814687,0.99535212,522.559863,0.135869601,0.083809524,0.00037644,,,,,,,,,,,,01/04/2021,12,86,65,21,Sabah,,
02/04/2021,Sabah,63,44,543,1294,,,76.2,365,13.2,3814624,0.995335682,540.4672751,0.14098911,0.066298343,0.000339221,,,,,,,,,,,,02/04/2021,12,63,27,36,Sabah,,
03/04/2021,Sabah,73,36,578,2470,,,75.6,340,2.6,3814551,0.995316634,575.2930145,0.131411295,0.121107266,0.000647521,,,,,,,,,,,,03/04/2021,12,73,26,47,Sabah,,
04/04/2021,Sabah,68,70,574,2243,,,82.2,325,14.2,3814483,0.995298891,571.3015635,0.14388198,0.074912892,0.000588022,,,,,,,,,,,,04/04/2021,12,68,29,39,Sabah,,
05/04/2021,Sabah,65,43,595,3720,,,96.4,560,31.4,3814418,0.995281931,592.1927489,0.162784837,0.100840336,0.000975247,,,,,,,,,,,,05/04/2021,12,65,53,12,Sabah,,
06/04/2021,Sabah,112,60,646,3726,,,109.6,300,-2.4,3814306,0.995252707,642.9332488,0.170468708,0.099071207,0.000976849,,,,,,,,,,,,06/04/2021,12,112,88,24,Sabah,,
07/04/2021,Sabah,60,64,641,3245,,,112.6,530,52.6,3814246,0.995237052,637.94695,0.176503705,0.092043682,0.000850758,,,,,,,,,,,,07/04/2021,12,60,27,33,Sabah,,
08/04/2021,Sabah,106,59,688,2205,,,122.4,695,16.4,3814140,0.995209393,684.7040626,0.178763362,0.077034884,0.000578112,,,,,,,,,,,,08/04/2021,12,106,73,33,Sabah,,
09/04/2021,Sabah,139,53,772,1103,,,124.6,655,-14.4,3814001,0.995173125,768.2736522,0.162181795,0.079015544,0.000289198,,,,,,,,,,,,09/04/2021,12,139,108,31,Sabah,,
10/04/2021,Sabah,131,61,840,873,,,125.2,635,-5.8,3813870,0.995138943,835.9167123,0.149775687,0.104761905,0.000228901,,,,,,,,,,,,10/04/2021,12,131,93,38,Sabah,,
11/04/2021,Sabah,127,88,878,266,,,139.4,545,12.4,3813743,0.995105806,873.7028973,0.159550804,0.069476082,6.97478E-05,,,,,,,,,,,,11/04/2021,12,127,92,35,Sabah,,
12/04/2021,Sabah,109,61,926,699,,,142.6,585,33.6,3813634,0.995077365,921.4416397,0.154757495,0.09287257,0.00018329,,,,,,,,,,,,12/04/2021,12,109,44,65,Sabah,,
13/04/2021,Sabah,117,86,956,391,,,153.4,710,36.4,3813517,0.995046836,951.2647755,0.161258993,0.085774059,0.00010253,,,,,,,,,,,,13/04/2021,12,117,84,33,Sabah,,
14/04/2021,Sabah,142,82,1016,343,,,152.4,1010,10.4,3813375,0.995009785,1010.929941,0.150752286,0.075787402,8.99466E-05,,,,,,,,,,,,14/04/2021,12,142,96,46,Sabah,,
15/04/2021,Sabah,202,77,1140,326,,,149,715,-53,3813173,0.994957078,1134.251068,0.131364214,0.104385965,8.54931E-05,,,,,,,,,,,,15/04/2021,12,202,114,88,Sabah,,
16/04/2021,Sabah,143,119,1163,61,,,125,815,-18,3813030,0.994919765,1157.091687,0.108029469,0.077386071,1.59978E-05,,,,,,,,,,,,16/04/2021,12,143,95,48,Sabah,,
17/04/2021,Sabah,163,90,1231,236,,,130.8,560,-32.2,3812867,0.994877234,1224.693875,0.1068022,0.06661251,6.18957E-05,,,,,,,,,,,,17/04/2021,12,163,65,98,Sabah,,
18/04/2021,Sabah,112,82,1259,37,,,130.2,625,18.2,3812755,0.99484801,1252.513645,0.103950963,0.069896743,9.70427E-06,,,,,,,,,,,,18/04/2021,12,112,54,58,Sabah,,
19/04/2021,Sabah,125,88,1293,156,,,124.2,410,-0.8,3812630,0.994815395,1286.296305,0.096556291,0.064191802,4.09166E-05,,,,,,,,,,,,19/04/2021,12,125,53,72,Sabah,,
20/04/2021,Sabah,82,83,1287,292,,,125.6,860,43.6,3812548,0.994793999,1280.299876,0.098102017,0.073038073,7.65892E-05,,,,,,,,,,,,20/04/2021,12,82,31,51,Sabah,,
21/04/2021,Sabah,172,94,1364,271,,,133.4,800,-38.6,3812376,0.994749119,1356.837799,0.098316836,0.116568915,7.10843E-05,,,,,,,,,,,,21/04/2021,12,172,64,108,Sabah,,
22/04/2021,Sabah,160,159,1364,814,,,116.6,410,-43.4,3812216,0.994707371,1356.780854,0.085938713,0.134897361,0.000213524,,,,,,,,,,,,22/04/2021,12,160,66,94,Sabah,,
23/04/2021,Sabah,82,184,1260,260,,,101,660,19,3812134,0.994685975,1253.304329,0.080586971,0.095238095,6.82033E-05,,,,,,,,,,,,23/04/2021,12,82,55,27,Sabah,,
24/04/2021,Sabah,132,120,1271,351,,,102,605,-30,3812002,0.994651533,1264.202098,0.080683302,0.08025177,9.20776E-05,,,,,,,,,,,,24/04/2021,12,132,91,41,Sabah,,
25/04/2021,Sabah,121,102,1289,2,,,101.8,440,-19.2,3811881,0.994619961,1282.06513,0.079403142,0.138091544,5.24675E-07,,,,,,,,,,,,25/04/2021,12,121,61,60,Sabah,,
26/04/2021,Sabah,88,178,1198,436,,,95.4,410,7.4,3811793,0.994596999,1191.527205,0.080065314,0.116861436,0.000114382,,,,,,,,,,,,26/04/2021,12,88,70,18,Sabah,,
27/04/2021,Sabah,82,140,1139,1836,,,90.6,435,8.6,3811711,0.994575603,1132.821612,0.079977288,0.165935031,0.000481673,,,,,,,,,,,,27/04/2021,12,82,50,32,Sabah,,
28/04/2021,Sabah,87,189,1036,1471,,,97.2,655,10.2,3811624,0.994552903,1030.356807,0.094336253,0.111003861,0.000385925,,,,,,,,,,,,28/04/2021,12,87,59,28,Sabah,,
29/04/2021,Sabah,131,115,1051,1194,,,91.2,445,-39.8,3811493,0.994518721,1045.239176,0.087252757,0.154138915,0.000313263,,,,,,,,,,,,29/04/2021,12,131,74,57,Sabah,,
30/04/2021,Sabah,89,162,978,1950,,,82.8,320,-6.2,3811404,0.994495499,972.616598,0.085131181,0.095092025,0.000511622,,,,,,,,,,,,30/04/2021,12,89,46,43,Sabah,,
01/05/2021,Sabah,64,93,948,200,,,75,575,11,3811340,0.9944788,942.7659022,0.079553153,0.099156118,5.2475E-05,,,,,,,,,,,,01/05/2021,12,64,39,25,Sabah,,
02/05/2021,Sabah,115,94,968,10,,,76,285,-39,3811225,0.994448793,962.6264318,0.078950668,0.108471074,2.62383E-06,,,,,,,,,,,,02/05/2021,12,115,72,43,Sabah,,
03/05/2021,Sabah,57,105,919,529,,,83.6,445,26.6,3811168,0.99443392,913.8847729,0.091477616,0.118607182,0.000138803,,,,,,,,,,,,03/05/2021,12,57,28,29,Sabah,,
04/05/2021,Sabah,89,109,899,238,,,84.8,250,-4.2,3811079,0.994410698,893.9752175,0.094857216,0.081201335,6.24495E-05,,,,,,,,,,,,04/05/2021,12,89,38,51,Sabah,,
05/05/2021,Sabah,50,73,874,549,,,79.2,345,29.2,3811029,0.994397652,869.1035476,0.091128382,0.161327231,0.000144056,,,,,,,,,,,,05/05/2021,12,50,22,28,Sabah,,
06/05/2021,Sabah,69,141,802,397,,,88.4,765,19.4,3810960,0.994379648,797.4924775,0.110847441,0.13840399,0.000104173,,,,,,,,,,,,06/05/2021,12,69,37,32,Sabah,,
07/05/2021,Sabah,153,111,844,462,,,84.6,315,-68.4,3810807,0.994339726,839.2227288,0.100807565,0.116113744,0.000121234,,,,,,,,,,,,07/05/2021,12,153,76,77,Sabah,,
08/05/2021,Sabah,63,98,808,39,,,68,305,5,3810744,0.994323288,803.4132164,0.084638886,0.087871287,1.02342E-05,,,,,,,,,,,,08/05/2021,12,63,27,36,Sabah,,
09/05/2021,Sabah,61,71,798,5,,,70.6,480,9.6,3810683,0.994307371,793.4572822,0.088977695,0.127819549,1.3121E-06,,,,,,,,,,,,09/05/2021,12,61,32,29,Sabah,,
10/05/2021,Sabah,96,102,789,1571,,,69,250,-27,3810587,0.994282322,784.4887523,0.087955372,0.115335868,0.000412272,,,,,,,,,,,,10/05/2021,12,96,45,51,Sabah,,
11/05/2021,Sabah,50,91,745,1796,,,61.8,350,11.8,3810537,0.994269276,740.7306106,0.083431141,0.075167785,0.000471325,,,,,,,,,,,,11/05/2021,12,50,22,28,Sabah,,
12/05/2021,Sabah,70,56,757,1586,,,69.2,380,-0.8,3810467,0.994251011,752.6480154,0.091942048,0.067371202,0.000416222,,,,,,,,,,,,12/05/2021,12,70,37,33,Sabah,,
13/05/2021,Sabah,76,51,782,1,,,67.2,265,-8.8,3810391,0.994231181,777.4887833,0.086432115,0.126598465,2.6244E-07,,,,,,,,,,,,13/05/2021,12,76,42,34,Sabah,,
14/05/2021,Sabah,53,99,736,0,,,71,300,18,3810338,0.994217352,731.7439708,0.097028473,0.137228261,0,,,,,,,,,,,,14/05/2021,12,53,33,20,Sabah,,
15/05/2021,Sabah,60,101,694,5,,,92.4,435,32.4,3810278,0.994201696,689.975977,0.133917706,0.069164265,1.31224E-06,,,,,,,,,,,,15/05/2021,12,60,29,31,Sabah,,
16/05/2021,Sabah,87,48,733,1,,,129.4,300,42.4,3810191,0.994178995,728.7332037,0.177568415,0.141882674,2.62454E-07,,,,,,,,,,,,16/05/2021,12,87,50,37,Sabah,,
17/05/2021,Sabah,60,104,689,1834,,,140.8,475,80.8,3810131,0.99416334,684.9785412,0.205553885,0.161103048,0.000481348,,,,,,,,,,,,17/05/2021,12,60,21,39,Sabah,,
18/05/2021,Sabah,95,111,670,1559,,,166.6,800,71.6,3810036,0.994138552,666.0728297,0.250122798,0.1,0.000409182,,,,,,,,,,,,18/05/2021,12,95,36,59,Sabah,,
19/05/2021,Sabah,160,67,763,1536,,,174.8,1225,14.8,3809876,0.994096804,758.4958612,0.230456103,0.05897772,0.000403163,,,,,,,,,,,,19/05/2021,12,160,63,97,Sabah,,
20/05/2021,Sabah,245,45,963,2220,,,179.6,720,-65.4,3809631,0.994032877,957.2536603,0.187620071,0.064382139,0.000582734,,,,,,,,,,,,20/05/2021,12,245,73,172,Sabah,,
21/05/2021,Sabah,144,62,1045,1762,,,183.8,945,39.8,3809487,0.993995303,1038.725092,0.176947685,0.052631579,0.000462529,,,,,,,,,,,,21/05/2021,12,144,53,91,Sabah,,
22/05/2021,Sabah,189,55,1176,1583,,,200.8,680,11.8,3809298,0.993945988,1168.880482,0.171788308,0.041666667,0.000415562,,,,,,,,,,,,22/05/2021,12,189,69,120,Sabah,,
23/05/2021,Sabah,136,49,1263,1240,,,206.4,920,70.4,3809162,0.993910502,1255.308964,0.164421673,0.06888361,0.000325531,,,,,,,,,,,,23/05/2021,12,136,66,70,Sabah,,
24/05/2021,Sabah,184,87,1358,1765,,,240.8,1330,56.8,3808978,0.993862492,1349.665264,0.178414609,0.065537555,0.000463379,,,,,,,,,,,,24/05/2021,12,184,90,94,Sabah,,
25/05/2021,Sabah,266,89,1535,2087,,,257,1145,-9,3808712,0.993793085,1525.472386,0.168472404,0.05276873,0.000547954,,,,,,,,,,,,25/05/2021,12,266,122,144,Sabah,,
26/05/2021,Sabah,229,81,1681,810,,,241.8,1085,12.8,3808483,0.993733333,1670.465733,0.144750051,0.079714456,0.000212683,,,,,,,,,,,,26/05/2021,12,229,105,124,Sabah,,
27/05/2021,Sabah,217,134,1762,3100,,,237.4,1540,20.4,3808266,0.993676712,1750.858367,0.135590636,0.077185017,0.000814019,,,,,,,,,,,,27/05/2021,12,217,100,117,Sabah,,
28/05/2021,Sabah,308,136,1933,2800,,,257.6,1325,-50.4,3807958,0.993596347,1920.621739,0.134123235,0.079151578,0.000735302,,,,,,,,,,,,28/05/2021,12,308,150,158,Sabah,,
29/05/2021,Sabah,265,153,2042,2291,,,246.8,950,-18.2,3807693,0.993527202,2028.782546,0.121649312,0.064152791,0.000601677,,,,,,,,,,,,29/05/2021,12,265,133,132,Sabah,,
30/05/2021,Sabah,190,131,2098,928,,,234.4,1035,44.4,3807503,0.993477626,2084.316058,0.112458952,0.110104862,0.000243729,,,,,,,,,,,,30/05/2021,12,190,104,86,Sabah,,
31/05/2021,Sabah,207,231,2071,468,,,253.8,1590,46.8,3807296,0.993423614,2057.380304,0.123360761,0.096088846,0.000122922,,,,,,,,,,,,31/05/2021,12,207,115,92,Sabah,,
01/06/2021,Sabah,318,199,2184,952,,,264.2,1270,-53.8,3806978,0.993340639,2169.455956,0.121781684,0.097527473,0.000250067,,,,,,,,,,,,01/06/2021,12,318,178,140,Sabah,,
02/06/2021,Sabah,254,213,2223,2337,,,261.6,1015,7.6,3806724,0.993274364,2208.048911,0.118475636,0.090418354,0.000613914,,,,,,,,,,,,02/06/2021,12,254,135,119,Sabah,,
03/06/2021,Sabah,203,201,2221,1463,,,278,1435,75,3806521,0.993221396,2205.94472,0.126023104,0.110310671,0.00038434,,,,,,,,,,,,03/06/2021,12,203,72,131,Sabah,,
04/06/2021,Sabah,287,245,2262,869,,,307.4,1295,20.4,3806234,0.99314651,2246.497406,0.136835235,0.086206897,0.00022831,,,,,,,,,,,,04/06/2021,12,287,151,136,Sabah,,
05/06/2021,Sabah,259,195,2324,455,,,296.4,1525,37.4,3805975,0.99307893,2307.915434,0.128427583,0.089500861,0.000119549,,,,,,,,,,,,05/06/2021,12,259,133,126,Sabah,,
06/06/2021,Sabah,305,208,2420,36,,,291.2,1680,-13.8,3805670,0.992999348,2403.058421,0.12117891,0.105785124,9.45957E-06,,,,,,,,,,,,06/06/2021,12,305,140,165,Sabah,,
07/06/2021,Sabah,336,256,2497,843,,,292,1750,-44,3805334,0.992911676,2479.300456,0.117775157,0.126151382,0.000221531,,,,,,,,,,,,07/06/2021,12,336,179,157,Sabah,,
08/06/2021,Sabah,350,315,2531,3491,,,300.4,1160,-49.6,3804984,0.992820352,2512.828312,0.119546568,0.108257606,0.000917481,,,,,,,,,,,,08/06/2021,12,350,184,166,Sabah,,
09/06/2021,Sabah,232,274,2484,3590,,,297.4,1165,65.4,3804752,0.992759817,2466.015386,0.12059941,0.085346216,0.000943557,,,,,,,,,,,,09/06/2021,12,232,111,121,Sabah,,
10/06/2021,Sabah,233,212,2504,3866,,,305.6,1545,72.6,3804519,0.992699022,2485.71835,0.122942328,0.093450479,0.00101616,,,,,,,,,,,,10/06/2021,12,233,100,133,Sabah,,
11/06/2021,Sabah,309,234,2575,3056,,,305,1890,-4,3804210,0.992618395,2555.992368,0.11932743,0.081553398,0.000803321,,,,,,,,,,,,11/06/2021,12,309,196,113,Sabah,,
12/06/2021,Sabah,378,210,2740,2064,,,280,1675,-98,3803832,0.992519765,2719.504157,0.102959946,0.120072993,0.000542611,,,,,,,,,,,,12/06/2021,12,378,241,137,Sabah,,
13/06/2021,Sabah,335,329,2744,1235,,,254,1365,-81,3803497,0.992432355,2723.234382,0.093271443,0.14212828,0.000324701,,,,,,,,,,,,13/06/2021,12,335,158,177,Sabah,,
14/06/2021,Sabah,273,390,2624,3230,,,226.8,1150,-46.2,3803224,0.992361122,2603.955584,0.08709826,0.110137195,0.000849279,,,,,,,,,,,,14/06/2021,12,273,140,133,Sabah,,
15/06/2021,Sabah,230,289,2565,4314,,,212.4,920,-17.6,3802994,0.992301109,2545.252344,0.083449486,0.087719298,0.001134369,,,,,,,,,,,,15/06/2021,12,230,129,101,Sabah,,
16/06/2021,Sabah,184,225,2517,1917,,,199,1240,15,3802810,0.992253098,2497.501049,0.079679646,0.13905443,0.000504101,,,,,,,,,,,,16/06/2021,12,184,89,95,Sabah,,
17/06/2021,Sabah,248,350,2410,4546,,,195.4,995,-52.6,3802562,0.992188389,2391.174017,0.081717181,0.104979253,0.00119551,,,,,,,,,,,,17/06/2021,12,248,137,111,Sabah,,
18/06/2021,Sabah,199,253,2354,5196,,,184.4,1005,-14.6,3802363,0.992136464,2335.489237,0.07895562,0.16057774,0.001366519,,,,,,,,,,,,18/06/2021,12,199,113,86,Sabah,,
19/06/2021,Sabah,201,378,2173,4255,,,170.4,815,-30.6,3802162,0.992084018,2155.798572,0.079042635,0.112747354,0.0011191,,,,,,,,,,,,19/06/2021,12,201,137,64,Sabah,,
20/06/2021,Sabah,163,245,2088,1071,,,170.8,830,7.8,3801999,0.992041487,2071.382625,0.082457001,0.124521073,0.000281694,,,,,,,,,,,,20/06/2021,12,163,99,64,Sabah,,
21/06/2021,Sabah,166,260,1991,1206,,,169.4,965,3.4,3801833,0.991998174,1975.068363,0.085769183,0.160220994,0.000317215,,,,,,,,,,,,21/06/2021,12,166,92,74,Sabah,,
22/06/2021,Sabah,193,319,1863,1497,,,174,645,-19,3801640,0.991947815,1847.998779,0.094155906,0.180891036,0.000393777,,,,,,,,,,,,22/06/2021,12,193,94,99,Sabah,,
23/06/2021,Sabah,129,337,1653,5730,,,173.4,1015,44.4,3801511,0.991914155,1639.634099,0.105755302,0.133091349,0.001507295,,,,,,,,,,,,23/06/2021,12,129,65,64,Sabah,,
24/06/2021,Sabah,203,220,1636,8203,,,199.2,780,-3.8,3801308,0.991861187,1622.684902,0.122759508,0.166870416,0.002157941,,,,,,,,,,,,24/06/2021,12,203,125,78,Sabah,,
25/06/2021,Sabah,156,273,1519,9344,,,194.2,945,38.2,3801152,0.991820483,1506.575313,0.128901621,0.093482554,0.002458202,,,,,,,,,,,,25/06/2021,12,156,70,86,Sabah,,
26/06/2021,Sabah,189,142,1565,9062,,,211.4,950,22.4,3800963,0.991771168,1552.121877,0.136200644,0.097124601,0.002384133,,,,,,,,,,,,26/06/2021,12,189,104,85,Sabah,,
27/06/2021,Sabah,190,152,1601,6796,,,220,1290,30,3800773,0.991721592,1587.746268,0.138561182,0.104934416,0.001788057,,,,,,,,,,,,27/06/2021,12,190,107,83,Sabah,,
28/06/2021,Sabah,258,168,1688,7330,,,228,890,-30,3800515,0.991654273,1673.912412,0.136207844,0.129739336,0.001928686,,,,,,,,,,,,28/06/2021,12,258,169,89,Sabah,,
29/06/2021,Sabah,178,219,1645,8094,,,240.8,1210,62.8,3800337,0.991607828,1631.194877,0.147621847,0.113069909,0.002129811,,,,,,,,,,,,29/06/2021,12,178,101,77,Sabah,,
30/06/2021,Sabah,242,186,1695,9276,,,250.8,1160,8.8,3800095,0.991544684,1680.668239,0.149226358,0.110914454,0.002440992,,,,,,,,,,,,30/06/2021,12,242,145,97,Sabah,,
01/07/2021,Sabah,232,188,1738,7745,,,255,1150,23,3799863,0.991484149,1723.19945,0.147980549,0.094936709,0.002038231,,,,,,,,,,,,01/07/2021,12,232,129,103,Sabah,,
02/07/2021,Sabah,230,165,1801,10613,,,253.6,1610,23.6,3799633,0.991424136,1785.554868,0.142028679,0.082176569,0.002793164,,,,,,,,,,,,02/07/2021,12,230,107,123,Sabah,,
03/07/2021,Sabah,322,148,1974,10986,,,256.4,1140,-65.6,3799311,0.991340117,1956.905392,0.131023197,0.060790274,0.002891577,,,,,,,,,,,,03/07/2021,12,322,244,78,Sabah,,
04/07/2021,Sabah,228,120,2082,7993,,,247.8,1315,19.8,3799083,0.991280626,2063.846264,0.120067083,0.111431316,0.002103929,,,,,,,,,,,,04/07/2021,12,228,143,85,Sabah,,
05/07/2021,Sabah,263,232,2113,11082,,,266.8,1125,3.8,3798820,0.991212003,2094.430962,0.127385435,0.094652153,0.002917222,,,,,,,,,,,,05/07/2021,12,263,149,114,Sabah,,
06/07/2021,Sabah,225,200,2137,10871,,,264.4,1220,39.4,3798595,0.991153294,2118.09459,0.124829175,0.106223678,0.002861848,,,,,,,,,,,,06/07/2021,12,225,130,95,Sabah,,
07/07/2021,Sabah,244,227,2152,12209,,,273.6,1395,29.6,3798351,0.991089628,2132.82488,0.128280574,0.094330855,0.00321429,,,,,,,,,,,,07/07/2021,12,244,109,135,Sabah,,
08/07/2021,Sabah,279,203,2227,10340,,,284.4,1615,5.4,3798072,0.99101683,2206.99448,0.128863032,0.103277952,0.002722434,,,,,,,,,,,,08/07/2021,12,279,197,82,Sabah,,
09/07/2021,Sabah,323,230,2319,11651,,,276.4,1255,-46.6,3797749,0.990932551,2297.972585,0.120279938,0.058645968,0.00306787,,,,,,,,,,,,09/07/2021,12,323,181,142,Sabah,,
10/07/2021,Sabah,251,136,2434,12156,,,269,1355,18,3797498,0.990867058,2411.770419,0.111536321,0.1010682,0.003201055,,,,,,,,,,,,10/07/2021,12,251,104,147,Sabah,,
11/07/2021,Sabah,271,246,2457,7676,,,292.8,1490,21.8,3797227,0.990796347,2434.386625,0.120276704,0.124542125,0.002021475,,,,,,,,,,,,11/07/2021,12,271,114,157,Sabah,,
12/07/2021,Sabah,298,306,2447,8965,,,303.8,1195,5.8,3796929,0.990718591,2424.288392,0.125315124,0.099713935,0.002361119,,,,,,,,,,,,12/07/2021,12,298,191,107,Sabah,,
13/07/2021,Sabah,239,244,2437,10127,,,373.6,1430,134.6,3796690,0.99065623,2414.229232,0.154749183,0.124333197,0.002667323,,,,,,,,,,,,13/07/2021,12,239,118,121,Sabah,,
14/07/2021,Sabah,286,303,2417,9064,,,459,1850,173,3796404,0.990581605,2394.235739,0.191710445,0.08564336,0.002387523,,,,,,,,,,,,14/07/2021,12,286,171,115,Sabah,,
15/07/2021,Sabah,370,207,2578,9112,,,532,1630,162,3796034,0.990485062,2553.47049,0.2083439,0.133436773,0.0024004,,,,,,,,,,,,15/07/2021,12,370,238,132,Sabah,,
16/07/2021,Sabah,326,344,2558,8795,,,589.4,3235,263.4,3795708,0.9904,2533.4432,0.232647805,0.093041439,0.002317091,,,,,,,,,,,,16/07/2021,12,326,169,157,Sabah,,
17/07/2021,Sabah,647,238,2964,9026,,,619,3330,-28,3795061,0.990231181,2935.04522,0.210899647,0.079622132,0.002378354,,,,,,,,,,,,17/07/2021,12,647,467,180,Sabah,,
18/07/2021,Sabah,666,236,3393,4825,,,589,3255,-77,3794395,0.990057404,3359.264771,0.175335986,0.068081344,0.001271612,,,,,,,,,,,,18/07/2021,12,666,536,130,Sabah,,
19/07/2021,Sabah,651,231,3811,3783,,,559,3285,-92,3793744,0.989887541,3772.461418,0.148179117,0.074783521,0.000997168,,,,,,,,,,,,19/07/2021,12,651,347,304,Sabah,,
20/07/2021,Sabah,657,285,4182,1963,,,571.2,2370,-85.8,3793087,0.989716112,4138.992781,0.13800459,0.074366332,0.00051752,,,,,,,,,,,,20/07/2021,12,657,310,347,Sabah,,
21/07/2021,Sabah,474,311,4341,3923,,,603.4,2485,129.4,3792613,0.989592433,4295.820752,0.140462099,0.061276204,0.001034379,,,,,,,,,,,,21/07/2021,12,474,187,287,Sabah,,
22/07/2021,Sabah,497,266,4567,3782,,,652.6,2580,155.6,3792116,0.989462753,4518.876392,0.144416431,0.081015984,0.000997332,,,,,,,,,,,,22/07/2021,12,497,221,276,Sabah,,
23/07/2021,Sabah,516,370,4707,2484,,,701.4,3560,185.4,3791600,0.989328115,4656.767436,0.150619504,0.077544083,0.000655132,,,,,,,,,,,,23/07/2021,12,516,360,156,Sabah,,
24/07/2021,Sabah,712,365,5053,1849,,,780.8,4090,68.8,3790888,0.989142335,4998.13622,0.156218231,0.106273501,0.000487749,,,,,,,,,,,,24/07/2021,12,712,313,399,Sabah,,
25/07/2021,Sabah,818,537,5326,805,,,793.6,3600,-24.4,3790070,0.988928898,5267.035309,0.150672998,0.091625986,0.000212397,,,,,,,,,,,,25/07/2021,12,818,382,436,Sabah,,
26/07/2021,Sabah,720,488,5551,2195,,,843.2,3705,123.2,3789350,0.988741031,5488.501461,0.153630277,0.117456314,0.000579255,,,,,,,,,,,,26/07/2021,12,720,339,381,Sabah,,
27/07/2021,Sabah,741,652,5632,2302,,,906.2,4565,165.2,3788609,0.988547684,5567.500558,0.162766037,0.093572443,0.000607611,,,,,,,,,,,,27/07/2021,12,741,327,414,Sabah,,
28/07/2021,Sabah,913,527,6008,1851,,,958.4,3880,45.4,3787696,0.988309459,5937.763227,0.161407581,0.108022636,0.000488688,,,,,,,,,,,,28/07/2021,12,913,365,548,Sabah,,
29/07/2021,Sabah,776,649,6128,2235,,,1009,5330,233,3786920,0.98810698,6055.119572,0.166635851,0.087630548,0.000590189,,,,,,,,,,,,29/07/2021,12,776,292,484,Sabah,,
30/07/2021,Sabah,1066,537,6648,3787,,,1055.8,5175,-10.2,3785854,0.987828832,6567.086077,0.160771457,0.072954272,0.001000303,,,,,,,,,,,,30/07/2021,12,1066,462,604,Sabah,,
31/07/2021,Sabah,1035,485,7187,4355,,,1032.4,5010,-2.6,3784819,0.987558774,7097.584906,0.145457929,0.080283846,0.001150649,,,,,,,,,,,,31/07/2021,12,1035,422,613,Sabah,,
01/08/2021,Sabah,1002,577,7605,5968,,,1037.8,5830,35.8,3783817,0.987297326,7508.39616,0.138218599,0.076134122,0.001577243,,,,,,,,,,,,01/08/2021,12,1002,415,587,Sabah,,
02/08/2021,Sabah,1166,579,8185,6686,,,1095.6,5050,-70.4,3782651,0.986993085,8078.538404,0.135618592,0.085400122,0.001767543,,,,,,,,,,,,02/08/2021,12,1166,500,666,Sabah,,
03/08/2021,Sabah,1010,699,8488,8320,,,1113.4,4745,103.4,3781641,0.98672955,8375.36042,0.132937563,0.048656927,0.002200103,,,,,,,,,,,,03/08/2021,12,1010,441,569,Sabah,,
04/08/2021,Sabah,949,413,9014,8739,,,1187.2,5310,238.2,3780692,0.986481931,8892.148125,0.133511046,0.068670956,0.002311482,,,,,,,,,,,,04/08/2021,12,949,319,630,Sabah,,
